Title,Price,Sold,Reviews,Condition,Brand,Power Source,Material,Voltage,Model,Color,Features,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,Binding,Item Depth,Returns,Manufacturer Part Number,Manufacturer,Type,Item Height,Item Weight,Prop65_fl,Prop65Warning,Number of Heat Settings,PackageQuantityCASuggestion,EAN,Heating Element Format,Heating Element Material,Tank Capacity,BTU Heating Rating,Control Style,Heating System,Annual Fuel Utilization Efficiency (AFUE),Mounting Location,Operating Sound Rating,Timer Control,Year Manufactured,Smart Home Compatibility,Energy Star,Energy Efficiency Ratio (EER),Area Covered,EC Range,Power,PackQty,Heating Wattage,Height,Cable Length,Colour,GTIN,Size,SHIPPING,RETURN,ITEM LOCATION,International buyers,Custom Bundle,Current Rating,Air Direction,Warranty,VAT,Width,Depth,ISBN,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Heater Controls,Automatic shutoff,Product Weight (lb),Installation,Heater Type,Timer Included,Color Family,Product Width (in),Anti-freeze setting,Indoor/Outdoor,ACLI Safety Plug,Product Height (in),Thermostat,Wattage (watts),Product Depth (in),Amperage (amps),Heat Output (BTU/hour),Heating Technology Type,Certifications and Listings,Included Components,Item model number,Product Dimensions,Is Discontinued By Manufacturer,Import Designation,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Country of Origin,Frame Material,Amperage,eBay Durapower Store Category,Tonnage,Power/Fuel Type,Area Heated (Sq Ft),Heat rating (BTU/hour),Bulb Type,Mount Location,Room Size,Portable Heater Features,Heating Product Type,Product Length (in),Department,Portable Heater Safety Features,Cord Length (in),Power Options,Voltage (volts),Warranty Description,Number of Pieces,Batteries Required,Is Assembly Required?,item_length,item_width,Battery Size,Number of Batteries,Battery Life,Motor Type,Battery Included,Bundle Description,Weight,Battery Capacity,Length,Heater Style,Resistance Properties,Style Name,Global Brand License,Home Decor Style,Theme,Price Per Unit UOM,Fuel Type,Count Per Pack,Finish,Number of Burners,Seating Capacity,Product Name,Number of Drawers,Recommended Room,Count,Age Group,Watts,Color Category,Gender,Is Assembly Required,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Number of Customer Ratings,Baseboard Heating Type,Hydronic,Vented,Model No.,Item Weight ‏,manufacturer_part_number,Compressor Type,Product Type,Item Weight Major,SKU,Heating Element,Maximum Heat Power,Minimum Heat Power,Product Model,Pattern Name,product_height_in,area_heated_sq_ft,product_depth_in,heater_controls,room_size,heater_type,certifications_and_listings,color_family,portable_heater_safety_features,cord_length_in,indoor_outdoor,number_of_heat_settings,product_width_in,power_fuel_type,portable_heater_features,wattage_watts,heat_rating_btu_hour,pack_size,amperage_amps,voltage_volts,product_weight_lb,Indoor Safe,Dimensions,BTU per Hour,Safety Tip-over Switch,Heat Type,Control Type,Oxygen Depletion Sensor,Ignition,Min. Tank Capacity,Pack Size,package_length,Refrigerant,Location,Energy Rating,Country Of Origin,Number of Cool Speeds,Modification Description,Style,Manufacturer Color,Non-Domestic Product,Modified Item,Product Weight (lb.),Product Depth (in.),Accessories Included,Area Heated (Sq. Ft.),Oscillation,Model #:,Room Size (sq. ft.),Remote Control,Product Width (in.),Product Height (in.),Vent Hose Exhaust Configuration,Sub-Type,Seat Depth,Firmness,Set Includes,Number of Items in Set,Load Capacity,Stove Type Compatibility,UPC/GTIN Code,Mor Electric Heating SKU,Product Weight lb,Product Depth in,Wattage,Remote Access,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Assembled Width (in),Housing Material,Room,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Stove Type Compability,PartNumber,Heating Capacity,Built-In Thermostat,Automatic Shut-Off,Requires Venting,On/Off Heat,Flame Intensity Control,Cord length:,Coverage Area,Amps,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Connectivity,Dosage,Product,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,Batteries Included?,Finish Types,Item Package Quantity,Specific Uses,Air Flow Capacity,Special Features,Part Number,Batteries,Room Coverage Area,Return,state limitations,Product name,Rated Voltage,Power line,Main material:,Product Meas,Heating power,Use,Net Weight/Gross Weight,BoxSize,Package Include,bulb_type,mount_location,product_length_in,MaterialType,Heating Element Type,Plug Type,Cord Length,Overall Height,Overall Width
Atomi Smart WiFi Portable Tower Space Heater,115.34,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Atomi,Electric,,120 V,AT1481,Black,,,,AT1481,Wi-Fi,,,Does not apply,,,,,,Tower Heater,,,,,,,Does not apply,,,,,,,,"Desk/Tabletop, Floor",,,,,,,,,1500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadet RMC202W (63313) The Register Plus Wall Heater, 2000 Watts, White ",119.99, , ,,Cadet,"Fan, Electric",Steel,240 V,Cadet Register RMC202,White,,,,63313,,,,027418633132,,,,,,Baseboard Heater,,,,,1,,,,,,,,,,Wall,,,2000,,,,,,,,,,,,00027418633132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All-Pro Heater 60000 Btu Air Heater,120.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",all pro,Kerosone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UTV/Golf Cart Portable Propane Heater, 4,000 BTU Winter Fall Outdoors",119.99,30 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane,,Not Electric,WX2-648951,Black,,,,WX2-648951,,,,Does not apply,,,,,,Portable Heater,,,,,,,,,,,,Switch,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95 lbs,,,,,,,,,,Propane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"12"" x 9.75""w.","4,000",Yes,Radiant,,Yes,Piezo,1 lb. propane cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Digital Ceramic Tower Heater,120.0, ,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Ceramic,120 V,,Gray,Timer,,,5586,,,,0024070570416,,,,,,Tower Heater,,,,,2,,,,,,,"Digital, Touch, Remote Control",Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outdoor Patio Heater, Electric Infrared Patio Heater with Remote, 2 Heat Levels",169.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric,,,,Black,,,,,HomePlug,,,,,,,,,Tower Heater,,,,,,,,,,,,,Forced Air/Fan,,Floor,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delonghi TCH8093ER Digital Flat Panel Ceramic Tower Heater with Remote Control,115.0, ,"['Works well heats good', 'The remote rarely, sporadically communicates with unit that has unresponsive touch control buttons.It goes on and off on it’s own and does not heat anything even set at 81 degrees.I would never purchase any Delonghi item because of this.', 'So far I like it.  It has been warm and I used only once.', 'Garbage product. Stuck in tip over protection mode and never came back out of it', 'I purchased two of these towers because of its design, but I am quite disappointed in their power....  I would not recommend these to anyone!', 'great modern design']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",De'Longhi,Electric,Ceramic,240 V,DeLonghi TCH8093ER,Black,Timer,,,TCH8093ER,,,,0044387180931,,,,,,Tower Heater,,,,,1,,,Strip,,,5000-5999 BTU,"Remote Control, Digital, Switch, Touch",Radiant,,Floor,,,2016,,,,101-150 sq ft,,1001-1500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertek Eden Pure Heater GEN2 Model A5095 1500W ,120.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",EdenPURE,,,,EdenPURE GEN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempco Eht00032 Tubular Enclosure Heater,150W,120V",115.96,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEMPCO,N/A,,N/A,EHT00032,N/A,"Tubular Enclosure Heater, Thermostat 30 to 150 Degrees F, 150 W Watts, Heater Voltage 120V AC, 1 Phase, Height 3 5/8 in, Length 8 3/8 in, Width 1 9/16 in, Includes 36 in (HPN) Cord",4.800,12.600,EHT00032,,US,1 year,094706396604,,4.800,,,,Heating Equipment > Heaters & Furnaces > Electric Process Heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,No,,,,,4.800,4.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,No,No,1.1,N/A,12.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewAir Electric Portable Garage Heater G56 NEW OPEN BOX,119.95, ,"['This heater was offered as ""Manufacturer refurbished"".I was willing to accept cosmetic damage to save somemoney.  When the heater came, it was in almost newcosmetic and like new operational condition!  I was veryhappy!I have used it for 3 weeks so far in my 625 Sq. Ft. garagewith outside air temperatures as low as 24F.   At 24F, ittakes about an hour to heat the garage to 65F+; then itcycles on and off after that and maintains thetemperature just fine.  I haven\'t had to turn the thermostatup more than 2/3 of the way to be able to work in asummer shirt and jeans.BTW my garage is insulated and sheet-rocked on all thewalls and the ceiling.  (The ceiling is 9 1/2\' high.)  Thegarage doors are also insulated with foam sheets in thepanels.I put the heater on the floor (as required by the safetyinstructions) facing into the garage.  It sits on and blowsacross a carpet which never gets warm as the heat goesup.  The heater fan keeps the air mixed well and keepsthe temperature even throughout the garage. ', ""I think this is a decent heater. Easy install, quiet, simple, but it does take a while to get room heat up. On a cold day I might need 3+ hours to get the room to working temp here in the Northeast.. But, I would suggest counting on it for less than the rated SqFt in your shop application.I may need a second one, and now I am faced with the fact that I should have gone with higher BTU's on a single unit to begin with."", 'Very happy with this heater, especially for the price! I have a 1225 sq ft garage with tall ceilings and this keeps it a nice 60 degrees at all times. I was not expecting it to keep the garage so nice and warm. Very happy with it, the blower is a little noisy at times but that doesn’t bother me, especially at this price. ', 'I Purchased this for a restaurant and was not quite sure it would work. Well it turned out it was better then I had hoped for. I have it up high so it blows across the ceiling, fans pick up the heat and send it gently down. Wow Just Wow. It works fantastic..', ""Haven't had it very long, but I believe it is going to work great for what I intended to use it for and that is too heat my work shop."", 'Not sure as of yet for I have not used it. Have to wait till it get cold out side', 'I love this item but doesn’t fit the socket ', 'a little small for me other wise good heater', 'Looks and feels solid!']",,Newair,Electric,"Metal/Steel, Metal, Steel",120 V,G56,Black,"Handle, Automatic Shutoff,Thermostat,Handle, Indoor, Portable, Portable,Overheat Protection,Built-In Thermostat, Built in Thermostat, Thermostat,Automatic Shutoff,Handle, Heating, Wall Mountable, Portable,Wall Mountable, Bladeless, Adjustable Thermostat, Bladeless, Overheat Protection, Heater",11,,G56,Compact,,,0010006551277,,,,,,"Unit Heater, Electric Portable Heater, Air Heater",,,,,1,,,,,,19110,Dial,Forced Air,,"Portable, Garage",,,,,,,250 to 499 sq ft,,5600W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimplex 1500W Oil Portable Column Heater/Heating w/Turbo Fan/Thermostat WHT,159.0,30-day returns, ,New,DIMPLEX,Electric,Metal,240 V,OCR15FA,,"Thermostat, Handle, Wheels, Turbo-Fan",,,OCR15FA,,,,9420033216048,,,,OCR15FA,,,,,,,3,,9420033216048,,,,N/A,Rotary Knob,,,Freestanding,,,,,,,,,,,,,,White,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW RIDGID Propane Heater Hybrid Forced Air r8604242b LOCAL PICKUP ONLY NJ PA NY,118.88, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",RIDGID,Propane,"Brass, Steel",12 V,R8604242,Black,Handle,,,R8604242B,"Bluetooth, Bluetooth/Bluetooth Low Energy (BLE), Powerline/UPB",China,,0648846070582,,,,,,Portable Heater,,,,,Variable,,0648846070582,Coil,Brass,1 gal or Less (5 L),Less Than 2000 BTU,"Analog/Mechanical, Dial",Multiple Heating Technology,Less Than 80%,"Baseboard, Cabinet, Desk/Tabletop, Floor",Standard,,2018,"Amazon Alexa, IFTTT",Compliant,3 or Less,100 sq ft or Less,A+++ - D,,,,,1350,,,,,,,,No,10.1-15 A,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-290,,,,Variable,Multiple Modification Description,Multiple Style,Multiple Manufacturer Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpat Ergonomic Design Climate Control Portable Carbon Room Heater,115.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Orpat,,,,,,,,,,,,,,,,,,,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Aladdin Blue Flame Kerosene Space  Heater H-42202?  Made in England,119.0, , ,"For parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. ",Aladdin,Kerosene,"Brass, Steel",,H-42202,Gold,,,"20""",H-42202,,,,Does not apply,,,,,,Portable Kerosene Heater,,,,,,,,,,,,Dial,,,Floor,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delonghi TRD40615E Oil Filled Space Heater with Digital Controls,115.99, ,"[""We've had the DeLonghi radiant heater for a couple of months now.  It's being used to heat an insulated basement TV room about 10 x 14 feet.  The basement room gets a small amount of heat from the forced air system that heats the entire house but additional heat is required to reach a comfortable level.  Quite simply the heater doesn't adequately heat this small room. More often than not we end up wearing coats even when the heater is on. The heater is quiet and that's a plus.  But really, who cares if it doesn't keep you warm? Probably best used in a small bathroom."", ""This DeLonghi heater is not for the consumer and the reason why I am saying that is the very low quality of this unit. I received the unit and turned on, the display was showing a code PR... I found out that the problem was a wire disconnected from the circuit board, thank God I am skilled in electronics and be able to fix the unit by my self! Didn't even mentioned that the frame that contains the circuit board was partially assembled showing on one side the a huge gap compared to the other side. Conclusion, in my opinion these products have never been tested before getting to the market, shame on you DeLonghi"", ""Love the unit!  It is what I needed.  Its inside oil is permanent - meaning, it never needs to be changed.  No oil smell - unlike the other oil based heaters.  It's getting hot in no time and it's doing the job!  Nice job whoever makes this product."", 'Very efficient and good looking heater.Easy to use and easy to roll on its wheels on any type of floor.', ""When i first got this heater the weather was still cool I set the tempt to 72 it warmed up very quickly and kept the upper part of my home very warm.  I have read other people's reviews on this item and by all means I do respect the opinion of other's the price at some place'es are way to high for this heater at best spending 50 dollars is a very good price if you can find cheaper then go for it. A couple of these heater's will help on the heating cost and will keep your home nice and toasty in the winter."", 'Safe and efficient. Puts out a warm, pleasant, steady heat. Several adjustments for temperature, auto shut off, etc. Easy to use and good quality space heater.', 'The best heater we have ever owned !Not only can you set the timer to shut off -You can also set the timer to power on - Fantastic !The adjustable thermostat along with the adjustable power levelsmake this unit a sure winner for each and every scenario you have !', 'Nice products arrived on time and works well. Pristine condition', 'This heater worked right out of the box. We use it in the basement in a 12 x 20 room and it keeps the room nice and toasty.', 'I like the radiator I wish it could tell the room temperature.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",De'Longhi,Electric,Steel,,,"White, Black",Timer,,,TRD40615E,,,,0044387147156,,,,,,Space Heaters,,,,,1,,,,,,,Digital,Radiant,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
