Title,Price,Sold,Reviews,Condition,Item Width,Energy Efficiency Rating,Tank Capacity,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Year Manufactured,Material,Item Depth,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Operating Sound Rating,Power,UPC,Color,Cable Length,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,Location,ISBN,Timer Control,Power (W),Unit Type,Design,Voltage Supply,Energy Star,Package Contents,Custom Bundle,Modified Item,Style,Recommended Environment,Room,Heating Wattage,Unit Quantity,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,For Use With,Item Height,Country of Origin,Tonnage,Function,Heating Element,Installation,Number of Speed Settings,Plug Type,Size,SKU,Temperature Range,Timing Time,Use,Weight,Wind Speed,Application,Area Heated,Certification,Colors,Electric Heater Type,Width,Manufacturer,Item Weight,Smart Home Compatibility,Manufacturer Color,Heating BTU,Air Direction,Current Rating,Tube Size,Applications 1,Applications 2,Applications 3,Product Name,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Function1,Function2,Heating Method,Item Dimensions LxWxH,Heat Output,Wind Mode,Heater Size,ProductType,Prop65_fl,Prop65Warning,Heater Style,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Number of Cool Speeds,Compressor Type,Length,Height,Heating appliance type,Operation mode,Rated voltage,Speed adjustment gear,Temperature setting,Timing function,Voltage (V),Air supply mode,Key Word,Key Word 2,Key Word 3,Key Word 4,Refrigerant,Video of unit turned on,ProductGroup,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,SHIPPING,RETURN,ITEM LOCATION,International buyers,Department,Binding,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Voltage:,Application area:,Model No.,Item model number,Product Dimensions,manufacturer_part_number,Shape,Dimension(ID*H),Power Tolerance,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Temperature,Wire Length,Function 1,Function 2,BTU Cooling Rating,Contents of the package,Power:,Gift,news,Offer,STORE,Refund,Return,Quality,Handling,Money Back,Ships from,cancel order ?,add to watchlist,orders outside USA,How to get great offer ?,Batteries Required?,Package Dimensions,Shipping Weight,item_width,item_length,Domestic Shipping,Size Type,Item name,Rated power,Power cord length,New Title,Assembled Width (in),Firebox Width (in),Assembled Height (in),Area Heated (Sq Ft),Power Connection,Mount Type,Color Family,Firebox Height (in),Included,Product Weight (lb),Assembled Depth (in),Firebox Depth (in),Heat Output (BTU/hour),Surround Material,Assembly Required,Total BTU,Heating Wire Material,Adjustable temperature,Applicable Area,Time Setting,Dimensions
Mr Heater F232078 Portable Buddy Carry Bag,45.57,30-day returns,"['Be aware that this bag is much wider than the heater that it is designed for!  You can put the heater in easily and still have about 5"" of room within the bag on the end.  This is not a problem but will allow the heater to move around within the bag and because the bag is floppy, it is not quite as nice looking as it would be if everything fit better.  You have room to put an extra couple of tanks in there, or a large thermos!I actually plan on using the extra space for an extra tank and a portable CO2 detector with lithium batteries for it.Other than that the bag is of good quality and has plenty of room to store tanks on the ends and a spot for a hose so that you can use larger propane tanks.', ""The only thing that I see is less that good is that the hook and loop closure comes apart and doesn't stay together. It really doesn't affect the performance until you pick the heater up by the handle and then the bag starts to slide off the heater. Work well while traveling in the tub."", ""This bag is made very durable! It's a must have to keep your buddy heater out of the weather. It will stay clean and last longer now that it's in a dry and safe place till ready to use. "", 'This well made and will organize your buddy heater with the option for extra tanks and hoses.  Quality is the very good and was bought at a fair price!', 'Great price, good quality, easy to use', 'Great for transport and storage. with two canister holders and a new one mounted, it gives you 3 canisters for an emergency. It also has a pouch for a hose and filter for hooking up to a large canister.', 'Great bag for the Buddy, with plenty of room for hoses, adapters, fuel filters, and small canisters. Well made.', 'The bag fits perfect for the Mr Buddy heater.  Plenty room for the heater, 2 1lb bottles and the extended hose.  Keeps everything in one place.', 'good price and works on my buddy l heater', 'Great hose for hook up to 5 gallon propane tank. Good quality and price. Fast shipment.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,0.02 gal(0.45 L),,,,,0089301320789,Gas,,F232078,2018,Metal,,,,Mr. Heater,,9000 BTU,Portable Heater,,Radiant,,MH9BX,225 sq ft,Alarm,,,,0089301320789,Multicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko Fans Digital Ceramic Oscillating Remote Tower Heater, Grey/Black",45.69, ,"['I giving it 4 stars because when I started it for the first time.. It gave weird smell for about an hour or so. After that it has been working excellent. Its very easy to setup. Nothing much needed, just plug and start. It comes with a remote control using which we can control the temperature and speed. When I was at graduate school, my friend used to have it for his room since that room used to be cold in our apartment. It used to work fine there, so I purchased for my room at my current apartment. ', ""I really haven't had to use it yet, for my apartment gets very warm because of the sun coming in on my windows which face west, but I did try it out and it is certainly easy to use."", 'This is an awesome heater for the price that I have paid.Pros:1. It can warm up the room quickly with different temperature setup2. It has the auto feature where it goes to sleep mode when the temperature in room reaches the set value and restarts whenever it goes lower beyond the set value3. It can oscillate like a tower fan and distribute the heat across the room4. Its light weightCons:1. It has the remote but during night you cant see the temperature that we have set on this humidifier. Having a display in the remote or on the humidifier itself', ""This is the second one I've purchased. The heater itself is a good value, and the oscillating feature, and remote control are an added bonus. Used my first purchase in my camper (2 years and still going strong). This one's for our home's enclosed porch."", ""I think the heater works well, But when you have a power outage you have to reset it to keep area warm. The controls don't allow it to pick up where, hear left off trying to heat area.   So that make this heater, not reliable for keeping kids warm, pets,  plants.  In the areas I have lived would even help prevent frozen water lines.  I makes heater like this only good for you if, your attending it.  If this heat had manual controls it would be better. or had a program to reboot and maintain a pre-set temp,  by factory or,  by the user.  Myself I like a electric  heater that works  as lone as I have power.  And  starts back up after a power outage.  Have a great day."", ""This heater doesn't oscillate on all the temperatures. Only oscillates from 75 and up."", 'Got this heater for my camp trailer. Might as well use a candle for heat.  . It would be fine if it had a fan inside it. Cant use it will look for something else that blows the heat out . Very disappointed !', 'I wish I could set temperature between 65 and 70, otherwise very good heater', ""What can you say, they are quite, thermostat adjustable, put out a tremendous amount of heat for their size, timered, remote control and oscillates.With out question best heaters that are portable I've ever owned."", 'When my other heater died I ordered the Lasko heater because I know that Lasko products are well made and have a good reputation. I am enjoying the heater in my some what cool basement music room. The features are great. With temperature control and timer. I could not ask for anything better.']",,,,,,,,,,Corded Electric,,751320,,,,,,Lasko Fans,,,Tower Heater,,,,751320,,,,,,653459139458,Grey/Black,,,,,,,,,,,,,,,,,,,,,751320,7.25,8.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL FLEXIBLE HEATER STRIP 240V 60W ORANGE SILICONE RUBBER ELECTRIC,50.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,300-2000,,Silicone Rubber,,,,HUILONG,,,,,,240 V,Strip Heater,,,,,,Does not apply,Orange,,,,,,,,,,,,,,,,,,,,,,,,,Temperature Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartmi Heater smartmi dnqznb05zm,50.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,,,,,,smartmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER 12 Ft. Regulator & Quick Connect LP Hose Assembly F271803,48.16,30-day returns,"[""I've had a Buddy heater for a couple years now, but hadn't worried about hooking up the BBQ grille tanks since I had a stockpile of the little camping propane cylinders from years of prepping. But this winter I realized we could be in for a few days without power like back in 1993, so I didn't feel secure about having enough gas to last. There are only two negatives I have with this hose, but it's still a five star product. The problems are:1) I wish it was longer. Placing the cylinder outside and running the hose through a window limits placement of the heater drastically with only tells feet of length.2) It takes quite a while to get the hose filled with propane to the point where the heater will light. That's to be expected, but that also means a fair amount of gas is lost when disconnecting.Neither of these two problems are really problems per se, just inconveniences.The heater is a really awesome unit. The hose just makes it exponentially better. Buy it."", ""I hooked it up to my LP bottle. You need to push the quick disconnect up until the slide moves up to lock it. It's a little tight but it is a good connection when complete. Bled the air out of the hose with a screwdriver in the quick disconnect. Then hooked it to the heater. It lit up quite quickly. Ran it through all the settings from Pilot, low, medium, to high. Worked very well. Has a nice pliable rubber hose, even in 30° temperature. A little pricey. Otherwise good. "", 'This was delivered a month ago and we have used it daily, until today..The regulator blew a diaphragm inside I guess and was shooting ice cold propane all over the place.  We were not even using it when this happened, luckily or we would have been blown up. Great hose, crappy regulator.  New one is 2 stage and set me back about $30. ', 'The new tank connection, righty tighty, lefty loosey,  is much easier to use.  Nice, well made hose and regulator combo. The quick disconnect end is also handy.', 'Males using Heater much easier', 'Exactly as described fit with no problem', 'Great product a must if u r going to use it alot', 'No Issues. Just a great product. Works as advertised.', 'It works as described and easy to install.', ""It's plenty long enough to reach my heater from outside pretty kool""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",3.500,,,,10.250,,,0708549229295,Propane,1,F271803,,Brass,,,,Mr. Heater,,,"12ft Hose with Regulator, Tank Top",,,,"F271803, Big Buddy 12ft Hose with Regulator",,"Solid brass fittings, Camping gear for recreational vehicles, Used to hook a Big Buddy or Tough Buddy to a 20 lb. propane cylinder, Outdoor, Flexible and easy to use, Quick Connect x Regulator with Acme Nut",,,,0708549229295,,,,United States,,,,,,,,,,,,,,,,,,,,,,,12.750,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Buddy Propane Heater Indoor Safe Mr Heater 3800 BTU F215161,49.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,Propane,,,,,,,,Mr. Heater,,3000-3999 BTU,Portable Heater,,Radiant,,Mr. Heater Buddy F215161,,,,,,0089301002135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko CT22766 1500W Indoor Heater - Black,49.99, ,"['Great product with many features and a good price larger tower then i thought it was goingto be compared to other heater towers i have seen great value.', ""Has all the features you could want.    It oscillates, can be set to a specific temperature and when it's reached the unit turns off until the temp goes below what  you've set.  It's small, lightweight, remote controlled.  It fits my need perfectly.  The price was great and the delivery was quick!"", 'Been using the Lasko Ceramic Tower heaters for past 8 years. This recent digital model is even better! Controls heat by the single digit temp control! Totally satisfied with their products!', 'Heats up an average size room pretty good, it runs quite too, with no mechanical problems..so far.', 'good heater for medium room with good price ! it would be better if it has a larger angle in oscillation !', 'Puts out amazing heat for a small heater. I love it and you can barely hear it running.', 'This Lasko heater works great. It is as close to silent as  possible, as I cannot hear it running ', 'Hopefully it will save me some money on heating bills. ', 'excelent product']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",7.28in,,Does Not Apply,Does Not Apply,23.0 Inches,,Does Not Apply,0046013769527,Electric,3,Does Not Apply,,Ceramic,8.5 Inches,Does Not Apply,,Lasko,Ceramic,5118 BTU,Tower Heater,"Remote Control, Digital",Forced Air/Fan,120 V,CT22766,250 to 499 sq ft,Indoor,Floor,Quiet,1500,0046013769527,Black,,,,,,,8 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane EE-7588 Oscillating Ceramic Tower Heater 3 Setting Indoor Heat Black,49.5,474 sold,"['Quality heater with efficient design and heat adjustments that provides sufficient heat and is easily portable.', 'The heat and fan works very well,', 'This heater is reasonably priced and does a nice job of heating without being noisy. Packaging was sturdy and it was new as advertised.', 'Does what it is advertised to do.', 'Efficiently heats entire room. Good quality for price. We have purchased 2.', 'Very good quality. Perfect for my requirement small heater.', 'ITS good for the price', ""They sent me it a heater that don't work at all and it smell burn don't waste your time and money at all"", ""awesome product, it's give a good supply of heat."", 'Works great ']",,6 in,,,,,,,,Electric,1,EE-7588,,"Ceramic, Copper, Steel",7 in,,,Crane,,,Tower Heater,"Dial, Switch, Remote Control",Crane,120 V,EE-7588,500 sq ft,"Portable, Thermostat, Auto Shut-off, Mini, Remote Control, Indoor/Outdoor, Oscillation, Auto Shut Off, Oscillating, Remote Control, Overheat Protection, Automatic Shutoff,Tip-Over Safety Switch,Portable, Automatic Shut-Off, Portable,Thermostat,Remote Control,Oscillating,Overheat Protection,Automatic Shut-Off",Floor,Standard,1500 W,0818767010459,Black,6 feet,"Fan, Fan Forced, Ceramic, Tower",,,,,,,,,,,,,,,,,,,,,,,,,,19 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Fan Heater Home Mini 220V Room Ceramic Heating Office Camping Warmer,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,"Electric, Fan",,0328345023,,Ceramic,,,,Unbranded,,,Portable Heater,,,220 V,0328345000,,,,,"<800W, 400W",Does not apply,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,"Adjustable Thermostat, Overheat Protection",PTC,Portable,Second Gear,EU Plug,10 x 8.5 x 16.5cm,PS12,15-32℃,12h,"Bathroom, Bedroom, Garden, Living Room",425g,High / Low,11-20㎡,<20㎡,CE,Black,Fan Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1200w Wall Mounted Bathroom Heater, Patio Heater, Quartz Heater, 2 Heat Setting",34.99,187 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,8945107828152,Electric,2,HW2047,,Chrome,,,Silver,SaatSaa,,,"Wall Heater, Unit Heater",Analog/Mechanical,Infrared,240 V,,,Pull cord,"Ceiling, Garage, Wall",None,1200w,,,,,,,,,,,,,,,,,,,,Any Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Oil Filled Electric Radiator 7 Fin Heater Portable Heat Thermostat 800W,34.99,129 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",25.5cm,,,,38cm,,,,Electric,1,,,,13.5cm,,,MonHouse,,,Portable Oil Filled Radiator,Rotary Knob,Radiant,,,9 - 12 sq m,Safety Cut Out,Floor,,800W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Mount Space Heater Panel 400 Watt Convector Heater ,49.00,21 sold, ,,,,,,,,,,,,,,,,,,EconoHome,,,,,,,,,,,,,0766239681006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vintage AZTEC 23"" x 15"" Desk Radiant Heater Model 1522 - PreOwned",46.99,5 watchers, ,,"23""",,,,"15""",,,,Electric,1,1522,Unknown,,"1""",,,"Aztec International, LTD",,,Radiant Desk Heater,Switch,Radiant,110 V,1522,,,Desk/Tabletop,None,200W,,Brown,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHP WHF100 10000 BTU Multicolor Electric Vent-Free Wall Heater Fan,47.20,58 sold,"['It moves the heat well but the automatic feature has a lot to be desired. The manual states it comes on around 113degrees. Should be a lot lower, the flame is out before the fan turns on. If you have a heater with the manual thermostat it might be more fitting. Overall it’s nice but with a lower set thermostat it would be a lot nicer.', 'This fan is great blows really good air when in use moves a lot of air it comes on at proper temperature and turns off when not needed . I had a bit of a problem at first fan motor hummed but did not turn. I had to adjust the face plate to make it release the fan blade to turn. Thanks', 'the fan was easy to install and works great on auto a little louder than iexpeted but not bad i would buy again', 'Good product if you have the heater to mount the fan to,i miss read the description.', 'easy to install and provides good heat circulation in my 750 foot garage work area.', ""The fan was not recommended for my older Dyna-Glo.  I cut the heater rear opening a little wider on the left to make it fit.  Also, I used a 1/4 inch  spacer behind the heater wall bracket to bring the fan a little farther from the wall.  The air movement isn't vary obvious, but heat doesn't build up inside the upper part of the heater."", 'Got here early and works great. I can definitely tell a difference in how quickly the heater warms an area with this fan in place. I just wish the cord was about two feet longer.', ""I bought this for my heater in my garage.It is either suppose to turn on manually, or automatically.So far it won't automatically turn on which is NOT good because that is what I bought it for."", ""Works ok. It's a little loud and the heat sensor takes awhile to kick in. But it does work as advertised."", 'It only has one speed and that’s is hi speed it doesn’t have low speed ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",6.40,,,,6.20,,,,,,,,,,,,Dyna-Glo,,,Vent-Free Wall Heater Fan,,,,Dyna-Glo,,,,,,872076029700,Black,,,,,,,,,,,,,,,,,,,,,WHF100,,,,,5.80,,,,,,,,,,,,,,,,,,,,,GHP,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 1500-Watt Electric Ceramic Tower Heater Dark Gray (HCE322V),49.95, , ,,8.74 IN,,,,22.69 IN,,,,Electric,,,,Metal,,,,Honeywell,,,Other Lighting & Ceiling Fans,,,,STL1034666 1034666,,,,,,092926003227,Dark Gray,,,,No Applicable Warranty,,,,,,,,,,,,See Description,,,,,STL1034666 1034666,,,,,,,,,,,,,L,,,,,,,,,,,,,KAZ HOME ENVIRONMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portable 7"" Mini 500W Space Heater LED Display Wall Outlet Electric Heater",45.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,,,,,,,None,,,Portable Heater,,,,,,,Wall,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH200 1500W Electric Whole Room Heater,49.27, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,"Fan, Electric",2,,,,,Coil,,Vornado,,,Portable Heater,"Dial, Rotary Knob, Switch, Touch, Analog/Mechanical",Forced Air/Fan,120 V,VH200,,"Auto Shut-off, Timer","Floor, Desk/Tabletop",,1001-1500 W,Does not apply,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
