Title,Price,Sold,Reviews,Condition,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,EAN,Brand,BTU Heating Rating,Type,Power Source,Heating System,Color,Voltage,Number of Heat Settings,Model,Features,Material,Operating Sound Rating,Heating Element,Made in,Weight,Model No.,Size,Item Height,Item Weight,Style,Product,Battery Included,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Cable Length,Year Manufactured,Mounting Location,Manufacturer,ISBN,SHIPPING,RETURN,ITEM LOCATION,International buyers,Item Depth,Area Covered,Power,Control Style,Phase,Restricted States,Housing Material,Indoor/Outdoor,Custom Bundle,Item,Height (In.),Height,Finish,Width,Length (In.),Mounting Type,Standards,Mounting,Agency Compliance,NumberOfItems,BtuH,Width (In.),Watts,Heating Element Format,Bundle Description,Heating Element Material,Energy Efficiency Ratio (EER),Energy Star,Tank Capacity,Annual Fuel Utilization Efficiency (AFUE),EC Range,Number of Cool Speeds,Air Direction,Package,Piece Count,Recommended Enviornment,Assembled Product Dimensions (L x W x H),Assembled Product Weight,Manufacturer Part Number,SKU,Heater Controls,Mount Location,Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Portable Heater Features,Area Heated (Sq Ft),Wattage (watts),Heat rating (BTU/hour),Product Depth (in),Heating Product Type,Heating Technology Type,Bulb Type,Power Type,UPC/GTIN Code,Mor Electric Heating SKU,Heating Wattage,Timer Control,Case Size,Display Technology,Storage Capacity,Battery,Volume,Processor,Chipset/GPU Model,Scale,Stove Type Compatibility,Band Material,Country of Manufacture,Maximum Resolution,Internet Connectivity,Screen Size,Compatible Brand,Fragrance Name,Playable Media Format,Chipset Manufacturer,Form Factor,Connectivity,Gender,Mount,Wattage,Item Package,BandMaterialType,Studio,Publisher,ProductTypeName,ProductGroup,MaterialType,Label,Department,Binding,PackageQuantity,TAX,Customer Service,Returns,Handling Time:,Location,Questions,Dosage,Format,Compatible Model,Author,Book Tittle,Language,Current Rating,Warranty,ItemPackageQuantity,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,"Housing
Length",Housing Width,Housing Height,"Burner 
Length",Burner Width,Burner Depth,Heat Range Diameter,Items included,Shape,Assembly Required,Product Dimensions,Shipping Weight,Item model number,Ignition Type,Connection Size,Automatic shutoff,Fuel Type,Timer Included,Fuel Gauge,Installation,Room Size (sq ft),Remote Control,Thermostat,Accessories Included,Pack Size,Annual Fuel Utilization Efficiency (AFUE) (%),Vented,Heating area,Product Weight (lb.),Area Heated (Sq. Ft.),Room Size (sq. ft.),Prop65_fl,Prop65Warning,Vent Hose Exhaust Configuration,Recommended Location,Batteries Included?,Assembled Height,Batteries Required?,Assembled Width,Is Discontinued By Manufacturer,Item Package Quantity,Part Number,Assembled Length,item_length,item_width,Colour,Memory Card(s) Supported,Maximum Magnification,Sport,Refrigerant,Smart Home Compatibility,Tonnage,Room,Set Includes,Product Type,Start Type,Heat Type,Includes,Overall Depth,Overall Width,Special Features,Control Type,Heat Output,Heating Coverage,Maximum Blower Output,Overall Height,Country of Origin,Input Voltage,Maximum Heat Power,Minimum Heat Power,Product Model,Weight (Approximate),Gas Consumption,Fuel,Reflector,Main Pole,Cylinder housing,Door,Base,Hole Diameter,Insulation Material,Max Operating Temperature,Max Power Density,Power Lead Material,Product Name,Resistance Tolerance,Supply Voltage,Thickness,Advantages,Center Distance from Hole to Side,Collocation Products,Flammability,Warranty Description,Heating Method,Item Dimensions LxWxH,Style Name,Airflow,Supply,Nett Weight,Product Width (in.),Amperage (amps),Heater Type:,Product Depth (in.),Color:,Color Family:,Material:,Product Height (in.),Number of Heat Settings:,Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Suitable For,Amps,Flame Intensity Control,Minimum BTU output,Coverage Area,Automatic Shut-Off,Built-In Thermostat,Maximum BTU output,Power cord,Mantel Width,Requires Venting,On/Off Heat,Includes Firebox,Dimensions,Modified Item,Manufacturer Color,Heater Style,Main Material,Burner,Flame screen,Table,Ignition Method,Safety Device,Accessories,Packaging,GW/NW,Certifications,Package Dimensions,Barcode,Part No.,Power (W),Product Weight,Dimensions (L x W x H),Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Application,Connection Type,Pattern Name,PackQty,Assembled Height (in),Assembled Depth (in),Assembled Width (in),GTIN,Country Of Origin,CFM,Volts/Hertz,Min Fuse size,Item Location,Quantity,Shipping,Tax,Bundle Listing,Energy Efficiency Rating,Unit Type,Included Components,manufacturer_part_number,Application/Usage,Area Coverage,Input Current,Power Consumption,Timer,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Number of Items in Set,Load Capacity,Batteries Required,UNSPSC Code,Number of Pieces,Flame Screen,Cylinder Housing,gnition Method
LifeSmart Infrared FP2042 Medium Square Fireplace W/ Decorative Mantel Trim,207.99, , ,,N/A,N/A,Does Not Apply,,,,817223016622,,Life Smart Labs,5000-5999 BTU,Portable Heater,Electric,Infrared,Brown,110 V,3,N/A,Auto Shut-off,Aluminum,N/A,,,,,,,,,,,,,,,,,,,,Floor,,,,,,,N/A,151-200 sq ft,1501-2000 W,Remote Control,,,,,,,,,,,,,,,,,,,,Coil,,N/A,6.1-7,A+++,N/A,90-95%,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HearthSense Wall Heater 20,000 BTU Dual Fuel Ventless Infrared W/ Base  and",206.61,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,140325,,,,0848660005559,0848660005559,HearthSense,,,,,White,,Variable,140325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000 BTU Glo-Warm Space Heater Vent Free Wall Floor Mount Natural Gas 1000sq'",209.99, , ,,,,,,,,0872076037729,,Glo-Warm,30000 BTU,,Natural Gas,,White,,Variable,FAS-30BA,,,,,,,,,,,,,,,,,,,,,,,Wall Or Floor,Glo Warm,,,,,,,1000 sq ft,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dial,,,,Unvented,CSA Certified,Whites,,,,Natural Gas,,,,30000,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interrupted Spark,3/8 in. NPT,Yes,natural gas,No,No,Surface Mounted,,No,No,No,,,No,,32,1000,Greater than 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadet 79241 120-Volt 1000 Watts 8.33 Amp Compact Electric Wall Heater,205.32,30-day returns,"['it puts out a nice soft heat instead of a burning hot heat from those glowing hot coils. no hot coils just a nice soft fan blown heat . perfect for medium to small bathrooms or bedrooms. to me it take a ,little long to get it right  but it gets there and is very comfortable. perfect to replace those old thermadors..in many older bathrooms  I thought it was a little pricey but so is everything else.I also thought the grill and frame should have been one piece to keep all the edges straight when screwed in but that I think was my installer but none of my peeves is a deal breaker.   Forgot To mention you may need to purchase the wall can liner too.      ', 'This product was originally intended to replace the old existing wall heater with new vintage look.It does not fit properly in the old existing vintage space that it was created to replace.', ""This is the heater to buy if you need a direct replacement for the old Thermador 100 / 101 radiant coil heater.Fits right in the in wall box - only difference is the switch will be at bottom, rather than at top. (At least that's how my old one was).This heater also has a fan, so heat gets pushed out into rom, so you don't have to stand RIGHT in front of it to get warm!!"", 'It does what was expected of it from the research that was done. Installation was easy with the wall can. The chrome finish has always been an eye catcher for us. ', ""Simple replacement for vintage model, it also has forced air so it blow's the heat to warm area much faster!"", 'heater worked out fine,had to get different installation screws,what it came with all broke or stripped out cheap junk screws and clips.', 'it easy to install', 'Perfect fit as a replacement for a Thermador 101.Did not need to replace the mounting box or wiring.Easy DIY.', ""Had to purchase the wall metal insert separately since product didn't come with it.  Operation not as quiet as other heaters we have.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",13.5,20.0,,,,,027418792419,0027418792419,Cadet,,Wall Heater,,,,,,Cadet,,,,,,,,,7.00,8.00,,,,,,,,,,,,,,Cadet Safety & Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Empire SR-10 10,000 Btu Vent-free Infrared Natural Gas Heater",210.0, , ,,,,SR-10,Infrared,,,0720968361011,,Empire,,,"Gas, Propane, Natural Gas",,"Brown, White",,,Empire SR-10,,Ceramic,,,,,,,,,,,,,,,,,,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ventless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater In-Wall Unvented Fan Forced Powder Coated 1000 Watt 120V White,208.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,7445004774770,07445004774770,Unknown,,Does not apply,Electric,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,Wall,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy-Duty Tilted Heater,260.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Matrix,18000-18999 BTU,Portable Heater,Electric,Forced Air/Fan,Orange,240 V,,EB021,Auto Shut-Off,Steel,,,,,,,,,,,,,,,,,,,,,Floor,,,,,,,,,Greater Than 5000 W,,,,,,,,,,,,,,,,,,,,,Coil,,,,Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLARSTEIN Bornholm Curved Ambient Convection Heater Portable Electric Heater ...,205.65,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Does not apply,,,,Does not apply,Does not apply,KLARSTEIN,,,,,Black,,,Does not apply,,,,,,,,Medium - 1500 Watt,,,,,,,,,,,,,,,,,4060656145292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart LS-8WIQH-LB-IN 8 Element Infrared Heater Wood Cabinet (ls8wiqhlbin),209.21,30-day returns,"['Just got mine in today and it doesn’t heat up my bedroom at all. I bought this 8 element to replace the 6 element... the 6 element heats up way faster then the 8 element. Now it’s a possibility it could’ve been damaged in shipping because 2 screws fell out and and I had to push the main black box to the front cut out slot just to power it on.', 'I have been using this space heater for about a week now and seems to be holding up to the task. I’m using it in a 14’ x 20’ room and it has been put to the test this week as temperatures have been in the teens and below at night. I did block my doorway off and this heater has kept it a comfortable 70 degrees with no furnace help.', 'This heater is very nice to help when the weather is very cold. Would recommend for use to help when weather is cold. Was very surprised of how much heat it does out out and also how far from the heater you feel it.', 'heater is simple to operate,wooden case is of  good quality and looks good,puts out plenty of heat.', 'World great only shows set temp. Not room temp.', ""This is the fourth lifesmart heater I have bought . I have two other brands, and I don't like them as well. Two of the ones I bought for my mother -in-law. I like the built in filter to keep the inside clean."", 'Nice heater, works well, finish could be a little better. Had flaw on front , should have been seen. Happy with heater.', 'very nice &amp; looks good also', 'Works well so far and a good value', ""The item is advertised as heating up to 1500 square feet. In reality, it can't even heat my master bedroom which is about 300 square feet. I'm very disappointed with it.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",15.25 in,,LS-8WIQH-LB-IN,Infrared,,,0781861881471,0781861881471,Life Smart Labs,,Portable Heater,Electric,Infrared,Brown,,3,,,Wood,,,,,,,,,,,,,,,,,,,,2013,Cabinet,,,,,,,,,1800 W,"Switch, Remote Control, Digital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HearthSense Infrared Plaque Heater 20000 BTU Thermostat Blower T-Stat Control,206.63,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,140325,,,,0848660005559,0848660005559,HearthSense,,,,,White,,Variable,140325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADET MANUFACTURING Register Series Electric Wall Heater Complete Unit Model ...,206.16, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does not apply,,,,696505418503,Does not apply,CADET MANUFACTURING,,,,,White,,,Does not apply,,,,,,,,"240/208 Volt, 700/900/1600 and 525/675/1200 Watt",,,,,,,,,,,,,,,,,0826659427117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared Wall Heater,205.02, ,"[""As a secondary heating source this is the best I've found. One in the basement and one in the hallway facing the front door.two pictures from the basement, white wall, two pictures from hallway facing front door..green wall."", 'Only installed this heater yesterday, so it might be a little early to write a review. So far no issues.Heats as it should. After you turn it off, the fan continues running for a few minutes to cool the heating element. I like that. This unit it not heavy and is easy to hang. Time will tell how good the quality is.', 'This is just great. Love the full auto part and its doing a great job. Love the fail safe features as well', 'Easy to install. Works as advertised. Nice features including remote control', 'This is a fairly good quality product and does a good job but it will not heat the area that it claims to but I am happy with my purchase and I do like the fact that it turns completely off after cooling down', 'Easy to install, puts out the needed heart and does it quickly.', 'Works good only thing it be nice if it put out a little more heat', 'Using this in my garage and love it.', 'Bought as a replacement for a lost unit. Works great!', 'Seems like it is strong']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,QWH2100,,,,013204221003,013204221003,Comfort Glow,,,,,White,,,QWH2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heat Storm HS-1500-ILODG Cabinet Heater 15"" H x 13.5"" W x 11"" D Gray",205.44, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does not apply,,,,850007724054,Does not apply,Heat Storm,,,,,Gray,,,Does not apply,,,,,,,,"15"" H x 13.5 "" W x 11"" D",,,,,,,,,,,,,,,,,0850007724054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater 18,000 BTU Propane Cabinet Heater",205.02,30-day returns,"['I\'ve wrestled with the heating options for my sun room since my wife and daughter through out my ""old"" kerosene heaters.  I considered the small propane table top heaters but my wife nixed that idea.  The typical outdoor 8 foot high propane heaters would have probably have drawn to much oxygen from the 13\' X 20\' sun room.  As I searched for other heating options, I came across this heater that stored a 20 lb. tank and made it look aesthetically pleasing.  It provides the right amount of heat for various atmospheric conditions!', 'We use the heater to supplement our fuel oil furnace. Works great to give a shot of heat while maintaining an overall lower temperature while we are gone', 'We got the heater shortly before Christmas 2017 here in Texas. Same day it arrived we had a freeze. Heater was installed in a converted barn and temp got up to about 75 in 15min or so. We have been using it for about a week now in below freezing temps with no issues other than it takes a few clicks to get the pilot to light. With all 3 burners going I pointed my temp gun at the front. My gun only goes to 1,000 deg and the heater is over that.', ""Great heater for my garage/workshop.  The heater puts out enough heat to warm up my 24' x x24' garage on a cold winters day (in Michigan).  With it's 3 settings (Lo, Med &amp; Hi) I start on Hi to raise the temp, then I set it to Lo to maintain temp.  I like the idea that the LP tank is built into the heater (instead of a separate tank and extension hose).  It makes the heater easy to roll around the shop and set it where the heat is needed.  I've had no issues with it not starting or operating properly.All in all, this is one great little portable heater.  I'd definitely but it again."", 'It is exactly what we needed. Works great and heats fast. Great product.', 'It is used every day sometimes three or four times to take the chill off in my 14 x 30 cabin. Fifteen min. or so is all it takes even when it is 12 fa outside. Wish I had it last year. Thanks Mr Heater !', ""I've had this heater for a month now and have used it in my garage. It works great in the garage even when it was 20 degrees outside. On high, I have to sit about 2 feet away or I start to get too hot. I normally turn it to medium setting once I start getting hot. It takes about 5 minutes to get up to full heat, and very minimum fumes.  I'm still using my first tank of gas! I love this heater!"", 'This heater holds a 20-pound propane tank. It does a good job of providing radiant heat. The pilot light ignites automatically, making the heater easy to use. I am happy with it, although I have used it only three times so far.', 'fast shipping and heats up the area we needed it for quit fast', 'Works great, Gives off perfect amount of heat with the three settings.Recommended to anyone that is cold, and on a budget for heat.I first learned of these while in Greece in the navy. we used them over winter, where the climate was not so cold, but, you still needed something for quick heat to take the chill off.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,F227500,,,,089301275003,089301275003,MR HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
