Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Type 1,Air Direction,Time Control,Style,Room Coverage Area,Noise Level,Modified Item,Modification Description,Height,Bundle Description,Manufacturer Color,Width,Cable Length,EAN,Colour,Location,Marke,Herstellernummer,Model Number,Category,Size,ISBN,Refrigerant,Current Rating,Item Height,Country of Origin,Binding,Returns,Package Contents,Normal temperature resistance,Energy Efficiency Rating,Heat Output,Heating Method,Manufacturer,Package,Piece Count,Item Weight,Weight,Depth,Tonnage,Recommended Environment,Finish,Heating Technology,Design,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,NumberOfItems,Outside Height,Outside Width,For Use With,Mounting Type,Heater Style,Temperature Range,Plug Type,Power Type,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,manufacturer_part_number,Item Dimensions LxWxH,PackQty,Number of Cool Speeds,Compressor Type,Volts,Item model number,Warranty Description,Assembly Required,Product Dimensions,Material Care Instructions,Batteries Required?,Number of Pieces,Included Components,Heating Wattage,Hight,Bundle Listing,Item Condition,Power (W),Shape,Application,Dimension(ID*H),Power Tolerance,Product Name,Expiration Date,ItemWeight,PackageHeight,PackageLength,PackageWeight,PackageWidth,PartNumber,Heating Element Type,Prop65_fl,Prop65Warning,Safety Features,Restricted States,Item,Includes,Length,Hz,Phase,Cord Length,Amps AC,Manufacturers Warranty Length,Watts,Number of Batteries,NEMA Plug Configuration,Heater Type,Battery Size,Air Temp. Rise,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,kW,BtuH Output,Voltage Range,Label,ProductGroup,ProductTypeName,Publisher,Studio,CFM,Collection,Heater Controls,Product Width (in),Indoor/Outdoor,Product Height (in),Cord Length (in),Product Depth (in),Amperage (amps),Heating Technology Type,Product Weight (lb),PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wire Material,Time Setting,Dimensions,Adjustable temperature,Applicable Area,BTU Cooling Rating,PackageQuantity,SKU,Returnable,Power/Fuel Type,Room Size,Heating Product Type,Area Heated (Sq. Ft.),Wattage (watts),Voltage (volts),sku,Area Heated (Sq Ft),Color Family,Certifications and Listings,Portable Heater Safety Features,Portable Heater Features,Model No.,Number of Bulbs,UL Listed,Rated power
Wall Heater Broan Model 174PT,75.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presto HeatDish Plus Footlight Parabolic Electrical Heater 0791206,59.99,30-day returns,"['Our furnace broke and we used this heater for 5 days.  It is awesome.  It gives off lots of warm heat and we were able to make it through the Michigan 30 degree days just fine.  The light feature is great and a buzzer goes off if it is tipped over in any way! We had 3 ceramic heaters going before getting this one and The Presto HeatDish put out the heat of 3 ceramic ones!  I would highly recommend this heater especially if you are worried about safety.', ""This is the only type and brand of portable heater I use anymore. It will warm your bones better than anything else on the market.  I have tried them all. If it breaks which it hasn't, I would simply go and buy another one just like it."", 'I bought this at Costco 6 years ago. We used it lightly off and on. It worked great until one day I heard a pop and it died. I searched online for tips to fix, but it seems when it dies, it dies. It did work well though. It\'s very quiet and the area it\'s pointed at gets very hot. ""Low"" is often enough. (Tip: put a humidifier on as well--set apart of course--and the room will get/stay toasty.) Based on reviews, I apparently got a good run out of mine. Most lasted only 3 years. While I loathe throw away products, I may have to risk buying another one if I don\'t find anything as quiet and heat producing.', ""I have a very spacious living room, and this heater will heat up the entire bedroom very quickly and it is extremely quite. I really loved it. This heater doesn't take any space, it is easy to move it around anytime to anywhere. If it falls over somehow, it alerts you by noise. Very good protection. This heater Saves electricity bills too! If you set it at the temp. you would like to. The heater auto detects the room temp and shut down itself and will turn back on when the temp drops. Best heater ever used."", 'This is our 3rd parabolic heater purchased, the other 2 lasted about 10 years! Great for heating a small area, puts out a lot of heat. Hope this one lasts as long as the other two.', 'Good brand used but on very good shape', ""Iam more thank pleased. I was hoping to have the heater on in the room where we sleep and by doing so cut down on the thermostat coming on as the whole room feels comfortable .I have no idea about the electric it uses sine I haven't gotten an eletric bill yet, But it has to be a lot less than the one thousand dollar bill I got for heating last month. I am very pleased thanks Richie"", 'I love my presto HeatDish Plus, it heats up fast and reallywarms the space around it wonderfully. I own two now and usethem every day in the winter. Saves on gas for my furnace. Itake it with me when I drive to my childrens homes, so I am always comfortable.', 'but it still keeps you warm and i still would recommend it.', 'It will not regulate heat.  buzzer comes on and only way to stop buzzer is unplug unit from wall socket.']",,,,,,,,,Ceramic,,,Electric,,,,,"White, Black",,,,,,3,,,,Presto,,Dial,,,,,120 V,7912,0075741079127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Art Deco Arvin Space Heater Green WORKS 9.5x9.5inch #96,60.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,,,,Green,,,,,,,,,,GreenWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Chicken Coop Heater 140 Watts Radiant Heat Chicken Heater Energy Efficient ,55.02, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,Black,,,,,,,,,,Does Not Apply,,,,,,,,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,Lawn & Patio,OUTDOOR_LIVING,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW BATHROOM FAN HEATER WITH REMOTE CONTROL TIMER COLD WARM HOT WALL MOUNTED UK,44.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,31417C,,,14 cm,27 cm,,Plastic,,,Electric,Bathroom Heater,Timer,,,,,,,Wall,,,,,,Elpine,,Remote Control,,,,,,31417C,,,,,,,,,,,,,,,doesnotapply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell HZ-7300 Deluxe EnergySmart Cool Touch Personal Portable Heater NEW,58.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Honeywell EnergySmart HZ-7300,,,,,,,,,,Portable Heater,,,,Black,,,,,,,,,,Honeywell,,Touch,,,,,,HZ-7300,92926073008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NuTone Ventilation Fan With Heater 70 CFM 4.0 Sone Ceiling Mounted In White,, , ,,,9427P,China,,,15.625 in,,Steel,,,Electric,Ventilation,"Light, Heater",Infrared,,White,,,,Ceiling,10.25 in,1,100 sq ft or Less,500 W,,Broan-NuTone,,Switch,,,Infared Bulbs,,120 V,9427P,0784891326493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200W Portable Electric Mini Heater Winter Warm Home Office PTC Ceramic Heating,54.73,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,,China,No,14cm,24cm,,"ABS, Brass",Compliant,,Electric,Portable Heater,Auto Shut-Off,,,,,11-20 dB,,"Baseboard, Desk/Tabletop, Floor",12cm,,100 sq ft or Less,1001-1500 W,Less Than 2000 BTU,Unbranded,,Push Button,Brass,,Forced Air/Fan,95-100%,110-220 V,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiajahao Mini Portable Electric Heater, Small Space Heater with Thermostat, Mini",55.25,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,Does not apply,,,,,,,,,7445005839881,,,,,,,,,,,,,,07445005839881,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi #3806401 Ceramic Tower Indoor Electric Space Heater -No Remote Open Box,59.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,No,,,,Ceramic,,,Electric,Tower Heater,,,,Black,,,,,28 in,,,,,De'Longhi,,Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric Oil Heater, 700W Mini Oil Space Heater",55.95,Last item available, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,"Electric, Oil",Portable Oil Filled Radiator,,,,white,,,,,,,,601-700 W,,Air Choice,,,,,Radiant,,120 V,OH12,Does not apply,,,,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage TITAN Electric Space Heater T-760/1 Portable 1500 Watts Works Perfectly,60.0, , ,,,Titan T760B1,,,,,,Metal,,,Electric,Space Heater,"Automatic Shut-Off, Carrying Handle, Portable",,,Gray,,,,,,,,1300-1500 W,,Titan,,,,,,,110 V-120V,unknown,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nero 2000W Portable Fan Heater,55.08,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,749002,,,5.1 in,8.6 in,,,,,"Fan, Electric",Tower Heater,"Adjustable, Auto Shut-off, Portable",,,White,2000,,,Floor,,1,10 sq m or Less,2000W,Less Than 2000 BTU,Nero,,Push Button,Copper,,Forced Air/Fan,,,749002,,,2-Way,,,,,,,,,,,,9314387001781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PELONIS PHTA1ABB Portable, 1500W/900W, Quiet Cooling & Heating Mode Space Heater",58.61, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,Does not apply,,,,Black,,,,,,,,,,Does not apply,,,,,,,,,7445056789791,,,,,,,,,,,,,,07445056789791,,,,,,,,Does not apply,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 x 5.82 x 8.54 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRIC HEATER (1500 WATTS),59.0, , ,,NI-CHROME SPIRAL WIRE,PUH680-N,,,,,,Steel,,,Electric,Portable Heater,,,,GRAY / WHITE,,Standard,,Floor,,2,,1001-1500 W,,PATTON,,"Analog/Mechanical, Rotary Knob",,,Forced Air/Fan,,"120 V, 1500W, 60HZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Space Heater Compact Desktop 2-Heat Energy-Saver Modes Plastic Black,59.07,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CL-2,,,,,,,,,,,,,,Black,,,,,,2 Heat,,,,Unbranded,None,,,,,,,CL-2,0706069235253,,,,,,,,,,,,,,0706069235253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis PF-1212 B6A1 SMALL Space Heater Honeycomb Ceramic Disc Heater AND FAN ,59.99, , ,,,pf1212,China,No,5 in,5.75 in,,"Ceramic, Steel",,,"heater, Electric, Fan",Portable Heater air fan,heavy duty,plug-in,,Brown,,,,"Desk/Tabletop, Floor, Wall",6.5 in,2,small,electric plug in,,Pelonis,None,"Rotary Knob, Switch",Steel,,,,120 V,1008,Does not apply,,,,,,,,,,,,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi TRD40615T Full Room Oil-Filled Radiant Portable Heater,59.99, ,"['Takes a little getting use to in that my last one had a temperature display but this one is excellent in its output and will stay on for 24 hours (continuously).  I am becoming a DELONGHI brand type of guy, I guess. The only reason I did not give it a 5 was because there is no visible temperature display so it takes a little longer to figure out where the setting should be.', ""This Heater works well, but there are a few 'clunky' things about it:- The extension chord comes from the front of the heater.  This may be a safety thing - maybe?   It is inconvenient having the chord in the front- Also, the 'timer' is manual, very clunky and directly from the 1970's.   Wasn't expecting digital, but something more advanced than this.  Also, if the unit gets unplugged (which I try to do for safety reasons when not in use), the timer does not run and needs to be reset......bummer.Overall, it is a nice unit, does what it is supposed to do!"", 'Compact and easy to use. Heats my 10x15 office very nicely.', 'Very nice heater. It heats really good. I recommend it. Thank you.', 'I like it alot.  I already have another just like it so it was no surprise.  However, I did not expect the large dent on the side.  It was not mentioned in the description. ', 'I like the digital display thermostat. Be seem to work quite well and of the heaters out there this is one of my favorite. It’s not instant heat but more consistent heat￼', 'I am using it in too large a room to make a huge difference but one the room is warm it stays warm.  Nice not to have fan noise, but the heat does not spread because there is not a fan.  I am using it in a shop and could not have a live wire or a flame, so it is meeting expectations and safely.', 'Lov it - safe&amp; warm!  Perfect for my bedroom - which is approx. 12x16 - great!', 'Product will heat a small room. Allow at least 1/2 hour. It takes some time to reach warm temp but will maintain safely', 'It does exactly what I expected it to do, I love the quiet heat.']","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,Steel,,,Electric,Portable Heater,Timer,,,White,,,,,,,,,,De'Longhi,,,,,Radiant,,120 V,TRD40615T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
