Title,Price,Sold,Reviews,Condition,Item Depth,Item Width,Energy Efficiency Rating,Tank Capacity,Operating Sound Rating,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Material,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Power,Year Manufactured,Country/Region of Manufacture,Manufacturer Warranty,Energy Star,Color,Custom Bundle,Height,UPC,Timer Control,Air Direction,Cable Length,Tonnage,Smart Home Protocol,Power (W),Manufacturer Part Number,Heating Method,Heat Output,Compressive strength,Power deviation,Cable length,Manufacturer Color,Heating Technology,Current Rating,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembly Required,Assembled Height (in),Total BTU,Wattage (watts),Cord Length (ft),Color Family,Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Housing Material,Pack Size,Voltage (volts),Product Weight (lb),ISBN,Size,Room Coverage Area,Heating Wattage,Time Control,Refrigerant,Smart Home Compatibility,Room Size,Indoor/Outdoor,Portable Heater Features,Amperage (amps),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Power/Fuel Type,Heater Type,Portable Heater Safety Features,Product Height (in),Cord Length (in),Product Width (in),Number of Items in Set,Firmness,Product,Department,Mount Type,Style,Room,Assembly Status,Set Includes,Weight,Heating Technology Type,Heating Product Type,Area Heated (Sq. Ft.),Suitable for Safe Rooms,Warranty,Wattage,Application,Certifications,Clearance,Maintained Operational Temperature,Recommended Environment,Remote Control,Product Type,Number of Burners,Is Electric,Assembled Product Dimensions (L x W x H),Count Per Pack,Count,Gender,Price Per Unit UOM,Variant Attribute Names,Number of Shelves,PPU Quantity of Units,Manufacturer,Age Group,Is Portable,Recommended Room,Piece Count,Multipack Quantity,Is Assembly Required,Power Type,Product Name,Home Decor Style,Seating Capacity,Number of Drawers,Global Brand License,Theme,Watts,Depth,Baseboard Heating Type,Certifications and Listings,Hydronic,Product Length (in),Thermostat,Vented,Heat rating (BTU/hour),Thickness,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating BTU,Location,Bundle Description,Item Height,Heater Style,Original/Facsimile,Author,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Item Weight,Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Batteries Required?,Country of Origin,Item Dimensions LxWxH,Number of Pieces,Included Components,Modified Item,sku,ProductType,Prop65_fl,Prop65Warning,ProductGroup,ProductTypeName,Recommended Location,Assembled Product Weight,SKU,Form Factor,Heating Element,Maximum Heat Power,Product Model,Timer,Noise Level,Number in Pack,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Assembled Height (Inches),Color/Finish Family,Heat Type,Cord Length (Inches),Use Location,Current Rating (Amps),Assembled Depth (Inches),Cool-Touch Housing,Tip-Over Safety Switch,Safety Listing,Design,Maximum Wattage,Display Type,Lowe's Exclusive,Control Type,Oscillation,ALCI Safety Plug,Energy Saving Setting,Maximum BTUs,Overheat Shut-Off,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Assembled Width (Inches),Supplemental Heating Area,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Bundle Listing,Model No.,Accessory Type,Resistance Properties,Brand compatible,Cod. ETCO,Mark,UPC/GTIN Code,Mor Electric Heating SKU,Application/Usage,Area Coverage,Input Current,Input Voltage,Weight (Approximate),Actual Color,Feature,Origin,Patio Heaters Type,Binding,Studio,Publisher,PackageQuantity,NumberOfItems,Label,PackQty,Batteries Required,item_width,Max Weight Recommendation,item_length,Use,Price,Seller,Service,USA Shipping,Customer service,Shipping Exclusions,Number Of Heat Settings,OutOfStockControl,Width,ProductReferenceID,Length,Minimum Heat Power,Product Family,Product Line,Gift,Temperature,Heating power,Waterproof rating,PartNumber,Volume,Warranty Description,Import Designation,Finish Types,Is Discontinued By Manufacturer,Batteries,Material Care Instructions
 Lasko Ceramic Pedestal Heater 29 in 1500 Watt w/ Digital Remote Control and,76.31,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",12 in,12 in,,N/A,None,N/A,12 in,A+++ - D,N/A,Does not apply,Electric,2,5397,Ceramic,Convection,,Lasko,N/A,N/A,Ceramic,"Digital, Remote Control",Convection,120 V,5397,300 sq ft,"Timer, Thermostat, Remote Control, Oscillation, Nonslip Base, Digital Display, Automatic Shutoff","Floor, Desk/Tabletop",1500 W,,,3 Years,Compliant,Gray,No,,0046013764423,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Electric Space Heater 1950s 1960s Metal,79.99,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Electric,,,,,,Electromode,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeLonghi 28"" Digital Ceramic Tower Heater",80.0, ,"['Works well heats good', 'The remote rarely, sporadically communicates with unit that has unresponsive touch control buttons.It goes on and off on it’s own and does not heat anything even set at 81 degrees.I would never purchase any Delonghi item because of this.', 'So far I like it.  It has been warm and I used only once.', 'Garbage product. Stuck in tip over protection mode and never came back out of it', 'I purchased two of these towers because of its design, but I am quite disappointed in their power....  I would not recommend these to anyone!', 'great modern design']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,28 in,,,,Electric,1,TCH8093ER,Ceramic,Strip,,DeLonghi,,5000-5999 BTU,Space Heaters,"Remote Control, Digital, Switch, Touch",Radiant,240 V,DeLonghi TCH8093ER,101-150 sq ft,Timer,Floor,1001-1500 W,2016,,,,Black,,,0044387180931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko Ceramic Tower Heater. 2 Quiet Comfort Settings. 1500w, 900w, Auto. (5775)",77.02,30-day returns,"['The tower was new ""opened box"" performs great.  I use it in our living room to supplementfurnace heat and save money.  The oscillation is a good  feature.', 'This  heater has some great features. Puts out an sufficient amount of heat for one room. Great buy! ', 'Fan is very fast at heating our bathroom.  Adjustable temperatures makes it nice.', 'I love my new Lasko Ceramic HeaterHeats the entire room quickly and quietly. I just bought another. I love this. ', 'This is such a cute heater and performs great. Love it in my kitchen, is just perfect.Loving it.', 'I had one of these for 10 years before it died. I looked for the same model seeing as the first one worked so well for so long. This one is just as good as the first one was. Hopefully it will last just as long.', 'Heats quickly, lightweight, and puts off a good amount of heat, love putting it in the bathroom before I shower!', 'Works well on my enclosed porch exactly as advertised. Especially like the oscillating fan.', ""Heats my son's approximately 500 square ft bedroom in a matter of minutes on the low setting. The high setting is almost too hot to run for long periods this thing works so good. Definitely a great buy for rooms with a draft or just looking to lower heat cost in the winter."", 'Gives out Great Heat and Is Temperature Controlled.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,0046013761798,Electric,2,"LASKO5775, 378, 5775",Ceramic,,,Lasko,,,Tower Heater,"Push Button, Digital",Convection,,,,"Timer, Oscillation",,,,,,,"Silver, Gray, White, Black",,,046013761798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO MSU-501H(K) Kotatsu Heater Unit Foot Warmer Low Style Table MSU-501H 100V,80.0,30-day returns,"['Great heating performance even for a large table. Easy to install and use.', 'If you want to make your own Kotatsu I defenitly recommend getting this. Make sure to read the instructions and take note of all of the warnings, though they are all pretty common sense. Would recommend :)￼', 'I have been using this Metro replacement heater for more than 10 years, and it has been trouble free, and electrioc bill is so low.   I deeply appreciated.', 'The kotatsu heater was exactly what I needed. It shipped super fast and works perfectly!', 'It works.', 'Es un muy buen producto, funciona a la perfección y de muy buena calidad']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,None,,,,Less Than 80%,4948309101430,"Electric, Fan",Variable,,Steel,Coil,,Metro,,,,"Switch, Dial",Panel,100 V,,100 sq ft or Less,,Desk/Tabletop,501-600 W,Unknown,,,,Black,,,4948309101430,,,118.11in (300cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Heat Genius Ceramic Heater - Black New,79.0, ,"['This heater is working great,smart, powerful with lot of features.', 'Compact, and quiet, new heater product choicr stands out from the rest, would recommend it for small bedrooms and home office rooms', 'This heater is small, easily portable, is terrific under a desk, and also enough for heating a guest room. We bought one, and then another when we saw how well it worked for the colder spots in our home. Highly recommend.', 'Efficient and quiet.  Has 6 heat settings that range from 275 to 1500 watts. Can be used for a personal space or for a whole room.', 'Delivery was fast. I love it. And I highly recommend anyone to get them one.', 'Heats', 'Bought this heater new in May 2017. It died in July. Very disappointed. Unless you want to risk throwing money away I urge you to buy something else.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,6,HCE840B,Ceramic,,,Honeywell,Ceramic,,Portable Heater,"Digital, Touch",,120 V,Honeywell Genius HCE840B,,"Digital Display, Portable, Thermostat,Timer, Thermostat, Timer, Vented, Cool-to-Touch, Automatic Shutoff, Programmable",Floor,1500W,,,,,Black,,,,15 min,,,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW!!  HEAT STORM 1,500-Watt Electric Indoor-Outdoor Infrared Quartz Heater",79.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,,,,,Heat Storm,,5200,outdoor or indoor,Plug,Infrared,,HS-1500-OTR,150 SQ FT,,"Ceiling, Wall",1500 WATT,,,,,,,,793573053657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,500-Watt Infrared Ceiling Mount Quartz Electric Portable Heater Work Garage",78.43, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See Description,See Description,,See Description,See Description,See Description,See Description,A+++ - D,See Description,0313092177124,Electric,See Description,Does not apply,See Description,Coil,,Unknown,See Description,See Description,Portable Heater,Switch,See Description,See Description,Does Not Apply,See Description,See Description,"Desk/Tabletop, Floor",401-500 W,,,,A+++,Does not apply,,,313092177124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCC COMFORT ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588 x 525 x 1438 inches,,,,82 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Space Heater, 1500W Electric Heaters Indoor Portable with Thermostat , PTC Fast ",78.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,,"Ceramic, Brass",,,Ailkoper,,,Portable Heater,,Boiler,,,,"Auto Shut-off, Timer, Oscillation","Floor, Desk/Tabletop",,,China,,,Black,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Set Heating Pad 110V/220V Silicone Heater Electric,Flexible Accessory Tool",78.06,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,Does Not Apply,Silicone rubber,,,Unbranded,,,,,,,Heating Pad,,,,1200W,,,,,Orange,,,,,,,,,,,,,1500v / 5s,± 8%,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PELONIS PTH15A2BGB 1500W Fast Heating Space Heater, Programmable Thermostat, Eas",79.61, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,07445007189120,Corded Electric,,,,,,Does not apply,,,Does not apply,,,,,,,,,,,,,Grey,,,7445007189120,,,,,,,,Convection,,,,,,,,,,,No,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PELONIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72 x 7.72 x 17.76 inches,,,,5.44 pounds,,,,,,,,,PTH15A2BGB,No,China,7.72 x 7.72 x 17.76 inches,1,Heater body *1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atomi smart Smart Wi-Fi 1500-Watt Electric Personal Portable Ceramic Oscillating,79.9, , ,,7 in,6.25 in,,N/A,N/A,N/A,16 in,,N/A,,Electric,Variable,,"Plastic, Ceramic",N/A,,atomi smart,N/A,N/A,Portable Heater,"Electronic, App Control, Digital",Infrared,110 V,AT1482,100 sq ft or Less,"Wi-Fi Enabled, Cool-to-the-Touch,, Digital Display, Tip-Over Safety Switch,, Oscillation",Desk/Tabletop,1001-1500 W,,,3 Years,,White,No,,841856115056,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cast Aluminum Heater Heating Plate 20mm Thickness 100 150mm Length Heater Parts,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,100%,,,,,Aluminum,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand New Duraflame 1500 Watt Small Portable Heater with Grate FLF38,79.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,,,,,Duraflame,,,Portable Heater,,Radiant,,,,,Portable,1001-1500 W,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPACE HEATER 24'' with REMOTE Ceramic Fast Quiet Portable Electric 3 Mode floor ,79.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",7.8 inches,7.8 inches,,N/A,41-50 dB,Unknown,24 Inches,A+ - G,Unknown,,Electric,3,Does not apply,Ceramic,Strip,,Dreo,Ceramic,Less Than 2000 BTU,Portable Heater,"Remote Control, Touch",Radiant,120 V,Does not apply,201-250 sq ft,"Auto Shut-off, Oscillation",Floor,1001-1500 W,,,,A,Black,,,860006518189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8 x 7.8 x 24 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart HT1287 1000w Tabletop Infrared Fireplace Space Heater,77.06,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,ht1287,,,,LifeSmart,,,Space Heaters,,,,,,,,,,,,,,,,817223010019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAHRNHEAT 1500W Electric Wall Baseboard Heater 72 inch - White - New,79.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,Does Not Apply,"Aluminum, Steel",,,Fahrenheat,,,Baseboard Heater,,Convection,120/208/240 V,Fahrenheat F2546,,,Wall,,,,,,White,No,,,,,,,,,,,,,,,White,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2151147 Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foot Warmer Carpet Mat Heated Carpeted Cozy Toes 70 Watts 110 Volts,75.0,30-day returns,"['My wife refused to allow me to get her any heater, foot warmer until she saw this one. It had every feature she wanted. She said it works! Happy, happy, happy.', 'It does what it is supposed to do and looks like it will last for years.', 'Very good toe warmer, just what I wanted.Thank you very much.Tom', 'Toasty toes', 'Great little heater', 'Didn`t work out of the box', 'Had to revise review. Dead at 6 months old.', 'My toes are kozy']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,"17.75""",,,none,,,,,,Electric,1,COZYCT,,,,Cozy,,239,Radiant,Switch,,110 V,Cozy Products CT,,Nonslip Base,,,2018,,,Not Compliant,"Gray, Multicolor",,,0706069233419,None,,,,,,,,,,,,Grey Variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH9BX 9000 BTU Propane Portable Buddy Heater MH9BX,80.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",14.25in.,9in.,,20 gal,,,14.25 in,,,,Battery,3,"F232000, MH9BX",,,,Mr. Heater,Copper,4000-9000 BTU,Heater,Rotary Knob,Heat Pump,,MH9BX,,,Floor,,,,,,Black,,,0089301321618,6 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW NuTone Ventilation Fan With Heater 70 CFM 4.0 Sone Ceiling Mounted In White,80.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Fan,,,,,,NuTone,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
