Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Compressive strength,Power deviation,Cable length,Color,Location,UPC,Country/Region of Manufacture,Timer Control,Smart Home Protocol,Shape,Mounting,Modified Item,Modification Description,Item Weight,Indoor/Outdoor,Heat Range Diameter,Fuel Type,Custom Bundle,Bundle Description,Assembly Required,Size,Style,Year Manufactured,Cable Length,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,Energy Star,Room Size,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Heater Type,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),ISBN,Refrigerant,Air Direction,Heating Method,Item Dimensions LxWxH,Smart Home Compatibility,Manufacturer Warranty,Tonnage,PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wattage,Heater Style,Recommended Environment,Time Control,Room Coverage Area,Noise Level,Manufacturer Color,Height,Width,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Manufacturer,Product Name,Thickness,Heating Product Type,Heating Technology Type,Heat Output,Heat rating (BTU/hour),Pack Size,ITEM HEIGHT,Current Rating,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Theme,Price Per Unit UOM,Count Per Pack,Finish,Number of Burners,Seating Capacity,Is Portable,Number of Drawers,Recommended Room,Count,Age Group,Color Category,Recommended Use,Gender,Actual Color,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Is Powered,Maximum Room Size,Heating Element Type,Cord Length,Plug Type,SKU,Country of Origin,Depth,Form Factor,Input Voltage,Maximum Heat Power,Product Model,Timer,Weight (Approximate),Resistance Properties,Protection Properties,PackQty,Power (W),Oscillating / Non-Oscillating,Phase,Amps AC,kW,NEMA Plug Configuration,Manufacturers Warranty Length,BtuH Output,Safety Features,Hz,NumberOfItems,Watts,BTU Cooling Rating,Number of Cool Speeds,ProductType,Prop65_fl,Prop65Warning,Compressor Type,Origin,Certification,Model Number,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Heating Area (sq ft),Total BTU,Housing Material,Assembled Width (in),Outdoor Living Product Type,Gift,Shipping,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,Label,Item model number,Warranty Description,Product Dimensions,Batteries Required?,Length,Is Discontinued By Manufacturer,Heating power,Waterproof rating,manufacturer_part_number,Model No.,Product,Size Type,Bundle Listing,Heating BTU,Batteries Required,package_length,Pattern Name,Cooling Method,Restricted States,Item,Includes,Weight,For Use With,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,Voltage Range,Volume,Import Designation,Department,Finish Types,Number of Pieces,Included Components,item_width,item_length,Compatible Brand,Compatible Model,Connectivity,Stove Type Compatibility,Installation,Memory Card(s) Supported,Playable Media Format,Maximum Magnification,Fan,Heat Settings,Its for,Unit Quantity,Return,Bulb Type,Mount Location,Tax,Number of Elements,Product Length (in),Package,Prop 65,Overall Width,Collection,TAX,Returns,Handling Time:,Questions,ASIN,Thermostat,Baseboard Heating Type,Hydronic,Vented
"Lasko 6435 Designer Series Decorative Base Oscillating Ceramic Space Heater, Tan",80.76,30-day returns,"[""This is the 3rd purchase of the same heater.  1st for one of my sons, 2nd for my boss and 3rd to replace a noisy old heater at my desk.  Not only does it produce heat well but it is also is aesthetically pleasing in an office setting.  Those points combined with many levels of heat to chose from and a remote control feature to boot...perfection!!  Three purchases and each for less than $60...it's a winner!!"", ""The reason I wanted this heater was I needed supplemental heat to my daughters room which is the furthest from the central heating system and surrounded by three ouside walls. Have been using a small oscillating ceramic heater for a couple years, but not thermostat controlled. Love the Lasko, cause it heats room evenly and quickly! Love that it does shut down when it get's up to the right temp. I would reccomend this heater to anyone. You can not however use thermostat control on LO setting. Only on High. Also like the overall appearance of it. Nice product!"", 'It would be great if it would operate in Automatic via the Thermostat on Low. It will not though as it will default to Max and if you set a temperature it reverts back to High mode which blows my Breaker! A nice design with a great oscillation feature. If you can run it on High which draws 12-14 Amps then it will work well for you! Why they disable temperature controlled operation in Low mode is baffling to me! ', 'This heater is a pretty good source of additional warmth where you need it. You may get tired of people asking you what it is though... It will not heat an entire home, but in my 22x28 living room, it does a pretty good job warming things up. Quiet and pretty. The remote works great, (even though it is almost as weird of a shape as the heater).', ""The heater is very dependable , I've had one for 1 year now. I have purchased two additional for other rooms. These units do the job of heating rooms well. They're very fashionable convenient."", 'first off gotta say this heater warms a medium size room very fast..and very wellalso easy to operate. only problem is the heater is very noise. looked over the reviewspeople said very quit very little sound NOT true loud fan and when oscillating is onmakes a verroom verroom sound [ best way to describe it]  gonna need to get out theear plugs gave it four stars for its heating', ""This little heater is great for taking the chill out of the air. My cottage is under 1000 ft, and the kitchen and living room are open to each other and I typically keep the temp at 66-68 24x7. Because of that vast space I originally had my doubts but now that I have used it for a week, it does a great job. It definately raises the temp a few degress which makes a big difference for me. (Don't rely on this heater being your main source of heat but rather as a supplement)."", ""expertbenefitsI haven't had it too long but it fits my purpose. I have central hearing but being an older place that I just got and having colder weather than usual, it just wasn't enough.  I have used it mostly for showers inn one bathroom and have an e-heater in the other one so I am all set. I like that this is portable so that I can move it around. It has a good range of settings, changes quickly. I actually read about it in Consumer Reports and looked on eBay so I got it.  The stand keeps it stable. It kind of cute too!"", 'I like the design of the heater very much and it certainly has enough output to heat what I intended it for.  I also like the features that it offers.  The only thing that I wish it did and it does not do is turn back on when the thermostat goes below what it is set at as well as turn off when it reaches the temperature.  All in all though, it is a good value and I have been pleased with it.', ""Granted it's not more than 1000 square feet, but this pretty little heater sits in the center of my house and keeps the whole house comfortable.  It has a thermostat,  (only 5 degree increments) but still will save me money by shutting off when the room is warm enough.  It has a convenient remote control.  First time I used it I smelled some electrical burning sent.  It only lasted a little while.  Seems fine now.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Ceramic,Convection,Desk/Tabletop,,,2,"Switch, Remote Control, Digital",6435,120 V,Timer,,,Coil,Brass,Less Than 80%,Standard,Less Than 2000 BTU,,"8.25in., 8.25 in",6435,3 or Less,,,1 gal or Less (5 L),,,,,,,,,,Beige,Bedroom,0046013762207,Unknown,,,,,,,,,,,,,,,,2019,300,,,,,,,,,,,,,,,,,,,,,,,,HC-12a,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Invisible Heat 1,500 watt Toe Space Electric Heater 150sq ft 120V FTS1500T  L7",80.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Invisible Heat,"Electric, Fan",Baseboard Heater,Forced Air/Fan,"Baseboard, Wall",,"Aluminum, Brass, Steel",Variable,Dial,FTS1500T,120 V,Auto Shut-off,,1001-1500 W,Coil,Steel,85-90%,Standard,Less Than 2000 BTU,101-150 sq ft,15.38 in.,FTS1500T,,8.78 in.,8.78 in.,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonbasics Indoor Portable Radiator Heater - White,84.03, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unknown,,Does not apply,,,,,,,Does Not Apply,,,,,,,,,,,,Does Not Apply,,,,,,,,,,0705353950254,,,,Does Not Apply,,744110283457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mainstays 1500W Mechanical Oil Filled Electric Radiator Heater, White",80.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mainstays,"Electric, Oil",Portable Oil Filled Radiator,Radiant,Floor,,Steel,3,Analog/Mechanical,AEG WKL 1003 S,120 V,,,1001-1500 W,,,Less Than 80%,None,Less Than 2000 BTU,100 sq ft or Less,14 in,WSH07O2AWW,3 or Less,,,1 gal or Less (5 L),,,,,,,,,,White,,810004819313,,,,,,,,,,,,,,,,,2020,,,,,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desk Panel Heater Kotatsu low-profile heater 3-hour Timer From Japan KREO,83.0,Free shipping and returns, ,,Unbranded,,,Panel,,,,,,,,Timer,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Japan,3 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Stove Heater Chimney Free Fireplace Infrared Quartz 5200 BTU Black New,84.07,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",ChimneyFree,Electric,Portable Heater,Infrared,"Window, Floor",,Metal,,,CFI-470-12-01,,,,,,,,,5200 BTU,951-1000 sq ft,17.5 in,CFI-470-12-01,,10.1 in,,,,,,,,07445022454418,,,,Black,,7445022454418,,,Infrared,Rectangular,,,,,,,Electric,,,,"17.5"" W x 10.1"" D x 23.0"" H",,,,CFI-470-12-01,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50 x 10.10 x 23.00 Inches,Electric,Living Room,14.92 lb,ChimneyFree,ChimneyFree® Powerheat Infrared Quartz Electric Stove Heater,,,,,,,,,ChimneyFree,Traditional,Y,Y,Stove,Each,1,Black,0,0,Y,0,"Living room, family room, home office",1,Adult,Black,Heating,Unisex,Black,1 Each,0,1,Freestanding,1,Y,1000 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvinair Wall Hugger II Model WH-20 Fan Space Heater Night Light ,85.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Arvinair,Fan,Wall Heater,Resistance,Wall,,Plastic,Variable,"Rotary Knob, Switch",WH-20,120 V,,,1001-1500 W,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado AVH2 Advanced 1500W Space Heater with Auto Climate,80.0, , ,,Vornado,Electric,Portable Heater,Forced Air/Fan,"Floor, Desk/Tabletop",,Steel,2,"Dial, Push Button, Digital",Vornado AVH2,120 V,"Auto Shut-off, Timer",,1001-1500 W,Coil,Copper,NA,Standard,750W/1500W,SMALL ROOM,"12""",EH1014906,5.1-6,"10""","13""",NA,A - G,,,,,,,,,Black,,0043765013816,United States,1-12HR,Infrared,,,,,,,,,No,,,,,2021,200,,,,,A,,,,,,,,,,,,,,,,,,,NA,1-Way,,,NO,1 Year,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000 BTU Portable Propane Radiant Tank Top Heater Adjustable Heat Angle Warmer",81.66,20 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dyna-Glo,Propane,Propane Radiant Tank Top Heater,Radiant,Floor,,Steel,3,Analog/Mechanical,YESTT15000M,Not Electric,,,,,,,,154,,,NA,,,,,,,,,,Does not Apply,,,,Silver,,Does not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Velocity 5 Portable Heater - Black,85.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Vornado,Electric,Portable Heater,Forced Air/Fan,"Floor, Desk/Tabletop",,Aluminum,2,"Dial, Touch",Velocity 5,120 V,"Auto Shut-off, Timer",,20 W,Coil,Copper,Less Than 80%,11-20 dB,,101-150 sq ft,9in.,EH1016106,,,7.5in.,,,,,,,,,,,Black,,0043765014554,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" CADET THE COM-PAK PLUS 1000 WATT IN WALL FAN HEATER, MODEL CSC101TW - WHITE",84.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,Fan,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeLonghi 28"" Digital Ceramic Tower Heater",80.0, ,"['Works well heats good', 'The remote rarely, sporadically communicates with unit that has unresponsive touch control buttons.It goes on and off on it’s own and does not heat anything even set at 81 degrees.I would never purchase any Delonghi item because of this.', 'So far I like it.  It has been warm and I used only once.', 'Garbage product. Stuck in tip over protection mode and never came back out of it', 'I purchased two of these towers because of its design, but I am quite disappointed in their power....  I would not recommend these to anyone!', 'great modern design']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DeLonghi,Electric,Space Heaters,Radiant,Floor,,Ceramic,1,"Remote Control, Digital, Switch, Touch",DeLonghi TCH8093ER,240 V,Timer,,1001-1500 W,Strip,,,,5000-5999 BTU,101-150 sq ft,,TCH8093ER,,,28 in,,,,,,,,,,,Black,,0044387180931,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12"" Utility Electric Space Heater Garage Workshop Warmer Rugged 1500W Ceramic",80.7,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Utility Heaters,Forced Air/Fan,"Desk/Tabletop, Floor",,"Ceramic, Steel",2,"Analog/Mechanical, Dial",YES5919,120 V,,,1001-1500 W,,,,,5000-5999 BTU,151-200 sq ft,,MO5919,,,,,,,,,,,,,,Black,,313055181168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Heat,72 inch,3 Prong Grounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell HZ-510 Portable Space Air Heater Retro Style Black Chrome Tested,85.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Honeywell,Electric,Portable Heater,Convection,Floor,,Ceramic,2,Rotary Knob,Honeywell HZ-510,120 V,"Auto Shut-off, Timer",,,,Ceramic,N/A,Unknown,,100 sq ft or Less,6.5 in,HZ-510,Unknown,12 in,12 in,N/A,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimus Portable Ceramic Heater with Thermostat,84.05,30-day returns,"['my bedroom /desk is by big windows- cold air from lake- so this is great for feet and room is warmer- rightnow my big heater unit went out 4 days and its coldest winter herenowso waiting on help-- so 2 nights i just used this one and it ran good and didnt freezeso im glad i got it-  seems to perform well-  for a small unit-  wish ihad 4 of them right now for the house.', ""Works fine, but it looks overly basic, and cheap. Holding it you don't get the impression it was made out of the better materials. I'm wondering how much use I'll get out of it before it stops working. Recommended for anyone who doesn't mind a low budget product."", 'Works great to warm up a small roomA little noisy but noise is like white noise. ', 'Good item but a bit louder than expected when it starts running.', 'This little heater does the job! Get it. You will not be disappointed!', 'Quiet, efficient, and effective auxiliary heat to supplement the furnace in our RV.', 'Good Heater works Well...', 'It is a great heater I love it I wanted for my bathroom and it work very well small size but produce enough heat to keep the bath comfortable thank you']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Optimus,Electric,Household,,,,Ceramic,2,Switch,Optimus H-7004,,,,,,,,,,,,H-7004,,,,,,,,,,0630326170042,,,,,,0630326170042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric 48 In. Baseboard Heater White Quiet 1,000-Watt 240-Volt Convection Heat",80.59,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,Electric,Baseboard Heater,Convection,Baseboard,,,,,,240 V,,,,,,,,,,,4F1000W,,,,,,,,,,0744110841602,,,,White,,744110841602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 in. Electric Baseboard Heater 1,250-Watt 240-Volt Quiet Heat Operation White",81.49,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,Electric,Baseboard Heater,,Wall,,Steel,1,,,240 V,,,,,,,,,,,09955,,,,,,,,,,,,,,White,,0027418099556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
